"trade_id","edge_id","symbol","timeframe","pnl","loss_reason","what_was_not_analyzed","lesson_learned"
"USDCAD_H1_EMA_CROSS_13,55_519_548","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00101","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_641_653","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00155","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_653_659","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00092","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_659_664","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00074","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_664_665","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00071","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_665_669","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00089","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_669_681","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00183","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_681_686","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00191","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_686_691","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00071","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_691_692","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.0005","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_692_693","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.0006","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_693_706","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00224","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_819_822","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00082","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCAD_H1_EMA_CROSS_13,55_822_855","USDCAD_H1_EMA_CROSS_13,55","USDCAD","H1","-0.00226","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
